,text,sentiment,polarity,timestamp,sentiment_def
893,"['santander', 'acabar']",0.0010098095517605543,0.0,2020-03-17 22:54:05,Negative
894,"['mañana', 'llenar']",0.00016551793669350445,0.0,2020-03-17 22:27:41,Negative
895,"['peder', 'app', 'bbvare_mx', 'pasar', 'estabamos', 'querer', 'puto', 'pagar', 'netflixlat', 'parir', 'aburrir', 'cuarentena', 'mamar', 'haganlo', 'facil', 'bbva_mex', 'profecopic', 'akoaueh']",0.8457474112510681,1.0,2020-03-17 22:09:47,Positive
896,"['coppel', 'cfe']",0.4529048204421997,0.5,2020-03-17 22:09:22,Neutral
897,"['pagar', 'aguar', 'cajero', 'unicamente', 'recomendar', 'manir', 'dato', 'pic', 'xefv']",0.7828651666641235,1.0,2020-03-17 22:00:00,Positive
898,"['medir', 'prevencion', 'parir', 'covid', 'banxico', 'asocbancosmx', 'bbva_mex']",0.9968885779380798,1.0,2020-03-17 21:59:19,Positive
899,"['bbva_mex', 'mesar', 'mamar', 'campaña', 'pendejo', 'peso', 'parir', 'cambiarse', 'nombrar']",0.9789703488349915,1.0,2020-03-17 21:54:01,Positive
900,"['serviciotm', 'hola', 'comprar', 'boleto', 'parir', 'tame', 'impala', 'tarjeta', 'amex', 'reembolsar', 'contar']",0.7948582172393799,1.0,2020-03-17 21:50:48,Positive
901,"['mes', 'brindar', 'atencion', 'medicar', 'llegar', 'pagar', 'llegar', 'cheque', 'instancia', 'recurrir', 'aguar', 'compañero', 'medicos', 'seguro', 'pagar']",0.9943234920501709,1.0,2020-03-17 21:49:33,Positive
902,"['bbvare_mx', 'aguar', 'compañero', 'medicos', 'seguro', 'pagar', 'solicitar', 'atencion', 'medicar', 'urgencia', 'mes', 'cheque', 'llegar', 'seguroseguro']",0.9949800372123718,1.0,2020-03-17 21:40:05,Positive
903,"['sucursal', 'fila', 'callar', 'dejar', 'entrar', 'ventanilla', 'desocupar', 'personar', 'scotiabank', 'normal']",0.0062849209643900394,0.0,2020-03-17 21:37:02,Negative
904,"['servicio', 'dejar', 'ingresar', 'sucursal', 'personar', 'acumulamiento', 'usuario', 'acceso', 'sucurs', 'bbvare_mx', 'covid', 'covid', 'mexico']",0.7012768983840942,0.5,2020-03-17 21:33:20,Neutral
905,"['falso', 'sucursal', 'citibanamex', 'plaza', 'real', 'grupo', 'sucursal', 'comer', 'plaza', 'cajero', 'automaticos', 'funcionar']",0.0019443674245849252,0.0,2020-03-17 21:25:34,Negative
906,"['banamex', 'existir', 'aplicación', 'linear', 'ahorita', 'reducir', 'personal', 'banco', 'avisar', 'domingo']",0.881626307964325,1.0,2020-03-17 21:09:49,Positive
907,"['banregio', 'cajero', 'inteligente', 'comer']",0.1063823327422142,0.0,2020-03-17 21:09:27,Negative
908,"['jajajaja', 'weee', 'chingar', 'huevar', 'culo']",0.00021266761177685112,0.0,2020-03-17 20:49:18,Negative
909,"['metro', 'cuauhtemoc', 'distrito', 'federal']",0.7939106225967407,1.0,2020-03-17 20:38:27,Positive
910,"['nadar', 'falto', 'soriano', 'walmart', 'smart', 'heb', 'parisino', 'modatrlas', 'banorte', 'banamex', 'etcétera', 'etcétera', 'etcétera']",0.017212357372045517,0.0,2020-03-17 20:38:09,Negative
911,"['gracia', 'datar', 'dejar', 'respuesta', 'rapida']",0.0052969204261898994,0.0,2020-03-17 20:09:40,Negative
912,"['retirar', 'tarjeta']",0.016625812277197838,0.0,2020-03-17 20:04:25,Negative
913,"['llegar', 'nip', 'mensaje', 'texto', 'confirmarlo', 'paginar', 'confirmacion', 'pudrir', 'cualquiera', 'cajero', 'retirar', 'apoyar']",0.9933526515960693,1.0,2020-03-17 19:53:39,Positive
915,"['comer', 'medir', 'sanitario', 'dejar', 'ingresar', 'personar', 'area', 'ejecutivo', 'ventanilla', 'area', 'cajero', 'habiamos', 'personar', 'apretar', 'comer', 'sardina', 'encontrar', 'muuuchas', 'fallo', 'logica']",0.026371587067842484,0.0,2020-03-17 19:49:51,Negative
916,"['vato', 'cerebro', 'seguridad', 'dejar', 'entrar', 'puro', 'coser', 'provocar', 'güero', 'puro', 'peder', 'nomas', 'comunicacion', 'metro', 'madre', 'viejo', 'tonto', 'real', 'meco']",0.1132529005408287,0.0,2020-03-17 19:40:05,Negative
917,"['dejar', 'aperturar', 'empezar', 'decirle']",0.06705135107040405,0.0,2020-03-17 19:33:57,Negative
918,"['dejar', 'tarjetaoro', 'cuahutemoc', 'morra', 'turno', 'entrar']",0.04359924793243408,0.0,2020-03-17 19:24:51,Negative
919,"['frente', 'cetis', 'chingar', 'madre']",0.12975171208381653,0.0,2020-03-17 19:23:04,Negative
920,"['comercial', 'sacar', 'parir', 'seguir', 'llamar']",0.295521080493927,0.0,2020-03-17 19:15:57,Negative
921,"['avisovial', 'elemento', 'auxiliovial', 'apoyar', 'conductor', 'vehicular', 'estaquitas', 'color', 'blanco', 'manuel', 'avila', 'camacho', 'direc', 'sur', 'altura', 'pinchadura', 'neumatico', 'tlalnepantladebaz', 'nuestraciudadpic', 'aax', 'ofk']",0.9595646262168884,1.0,2020-03-17 19:12:07,Positive
922,"['sostener', 'app', 'mexico']",0.00021252613805700094,0.0,2020-03-17 19:07:20,Negative
923,"['bbvare_mx', 'joven', 'turno', 'entrar', 'circuito', 'interior', 'esquinar', 'toser', 'escupir', 'mocotes', 'mandar', 'casar', 'pueblanoticias']",0.5403792858123779,0.5,2020-03-17 18:40:18,Neutral
924,"['dejar', 'abajar']",0.6147809028625488,0.5,2020-03-17 18:39:16,Neutral
925,"['app', 'wallet', 'funcionar']",0.0001122221874538809,0.0,2020-03-17 18:22:24,Negative
926,"['bbvare_mx', 'hablar', 'linear', 'pesimo', 'servicio', 'grosero', 'ejecutivo', 'atender', 'transferir', 'transferir', 'solucion']",0.972110390663147,1.0,2020-03-17 17:47:54,Positive
927,"['bbvare_mx', 'sabado', 'problema', 'app', 'wallet', 'hablar', 'telefono', 'querer', 'comprar', 'traves', 'internet', 'tarjeta', 'fisica', 'impedir', 'autorizacion', 'bloquear']",0.04000607132911682,0.0,2020-03-17 17:45:41,Negative
928,"['celular', 'solicitar', 'contar', 'digital', 'servir', 'santander', 'nadar', 'pedir', 'tomar', 'foto', 'app', 'oficial', 'banco', 'ine', 'minuto', 'retirar', 'tarjeta']",0.44964897632598877,0.0,2020-03-17 17:43:22,Negative
929,"['andar', 'pasear', 'tec', 'entrar', 'afirmar', 'sobrar', 'avenir']",0.14532355964183807,0.0,2020-03-17 17:36:48,Negative
930,"['retirar', 'cajero', 'scotiabank']",0.4529048204421997,0.5,2020-03-17 17:33:46,Neutral
931,"['estabilidad', 'economica', 'chivo', 'vergara', 'angelica', 'divorciar', 'pedo', 'legal', 'economicos', 'creer', 'contratar', 'salir', 'mamar', 'pagar', 'higuera', 'show', 'programar', 'deporte']",0.9994240999221802,1.0,2020-03-17 17:33:08,Positive
932,"['referenciar', 'parir', 'disposicion', 'efectivo', 'banorte']",0.9931071400642395,1.0,2020-03-17 17:28:21,Positive
933,"['bbva_mex', 'querer', 'retirar', 'cajero', 'desconto', 'dinero', 'contar', 'nadar', 'marcar', 'linear', 'servicio', 'disponible', 'pasar', 'dinero', 'cajero']",0.8752621412277222,1.0,2020-03-17 17:26:32,Positive
934,"['necesario', 'concluir', 'irresponsabilidad', 'amparar', 'espinoso', 'hijo', 'fundador', 'pic']",0.0050834291614592075,0.0,2020-03-17 17:15:55,Negative
935,"['bbva_mex', 'mañana', 'tratar', 'comunicarme', 'parir', 'solucionar', 'problema', 'wallet', 'transferir', 'solucion']",0.019542504101991653,0.0,2020-03-17 17:14:37,Negative
936,"['interesar', 'apoyarte', 'permitenos', 'verificar', 'situacion', 'presentar', 'pasear', 'reformar', 'col', 'juarez', 'deleg', 'cuauhtemoc', '        ', 'recabar', 'dato', 'parir', 'verificar', 'identidad']",0.5262064933776855,0.5,2020-03-17 17:14:33,Neutral
937,"['profeco', 'febrero', 'bbva_mex', 'lanzar', 'promocion', 'comprar', 'mesar', 'interesar', 'entrar', 'fenrero', 'bonificarian', 'punto', 'pasar', 'mes', 'devolver', 'devolucion', 'reportar', 'reportar', 'nadar', 'cumplir']",0.3709080219268799,0.0,2020-03-17 16:56:31,Negative
938,"['contar', 'contar', 'experiencia', 'jijos', 'suchi']",0.27582278847694397,0.0,2020-03-17 16:45:15,Negative
939,"['personar', 'transferir', 'contar']",0.9744632244110107,1.0,2020-03-17 16:42:10,Positive
940,['molestia'],0.0008209074148908257,0.0,2020-03-17 16:31:36,Negative
941,"['okey', 'mamar', 'cliente', 'paso', 'rapido', 'cliente', 'esperate', 'medir', 'salud', 'medir', 'salud', 'serio', 'chingar']",0.03783884271979332,0.0,2020-03-17 16:30:13,Negative
942,"['bbva_mex', 'fallo', 'sistema', 'linear', 'ningun', 'tipo', 'pagar', 'linear', 'entrar', 'llamar']",0.7048164010047913,0.5,2020-03-17 16:25:34,Neutral
943,"['lowes', 'volcan', 'music', 'hall', 'tiendita', 'esquinar']",0.9996308088302612,1.0,2020-03-17 16:07:01,Positive
944,"['super', 'necesitar', 'comprar', 'sacar', 'dinero', 'banco', 'comer', 'quincena', 'adelantar', 'cajero', 'comer', 'colapsar', 'vuelta', 'llegar', 'unir', 'cajero', 'servio', 'haha', 'filaaaa']",0.4656703472137451,0.5,2020-03-17 16:05:13,Neutral
945,"['hola', 'local', 'martes', 'marzo', 'abrir', 'correr', 'comprar', 'mediar', 'pagar', 'oxxo', 'telecomm', 'transferencia', 'interbancario', 'pasar', 'articulos', 'pic', 'xepykyhier']",0.9123385548591614,1.0,2020-03-17 16:00:28,Positive
946,"['antiguo', 'sedar', 'banco', 'mexico', 'toluca', 'mexico', 'pic', 'mlclo', 'qen']",0.0006805452285334468,0.0,2020-03-17 15:27:50,Negative
947,"['alcanzar', 'parir', 'ahorrar', 'parir', 'pagar', 'prestamo', 'pic', 'gckx', 'vvme']",0.9991725087165833,1.0,2020-03-17 15:12:26,Positive
948,"['activar', 'alertar', 'favor', 'verificar', 'capturar', 'telefono', 'cliente', 'bbvare_mx']",0.0006117888260632753,0.0,2020-03-17 14:17:05,Negative
949,"['hola', 'pasar', 'par', 'semana', 'linear', 'guio', 'borrar', 'instalar', 'nuevamente', 'app', 'posterior', 'aplicación', 'telefono', 'borrar', 'dato', 'cachar', 'almacenamiento', 'dejar', 'activar', 'nuevamente', 'token', 'ingresar', 'banca', 'esperar', 'funcionar']",0.007628433406352997,0.0,2020-03-17 13:38:55,Negative
950,"['bbvare_mx', 'consultar', 'respectar', 'portabilidad', 'nominar', 'empresa', 'pagar', 'santander', 'alto', 'portabilidad', 'entender', 'pagar', 'viernes', 'querer', 'hora', 'caera', 'dinero']",0.30122464895248413,0.0,2020-03-17 11:55:26,Negative
951,"['comer', 'experiencia', 'personal', 'principiar', 'terminar', 'contratar', 'tenia', 'empresa', 'banco', 'cambiar', 'banamex', 'tratar', 'cambiar', 'empresa', 'teniamos']",0.04922494664788246,0.0,2020-03-17 10:27:29,Negative
952,"['caer', 'banda', 'estafar', 'telefonica', 'fraude', 'via', 'youtube']",0.38909217715263367,0.0,2020-03-17 09:00:40,Negative
953,"['acabar', 'entrar', 'ganar', 'tremendo', 'torta', 'taco']",0.0006390248308889568,0.0,2020-03-17 06:44:57,Negative
954,"['bbva_mex', 'covid']",0.4529048204421997,0.5,2020-03-17 06:13:42,Neutral
955,"['donar', 'contar']",0.9801381230354309,1.0,2020-03-17 05:51:48,Positive
956,"['onda', 'retiro', 'efectivo', 'cajero', 'neto', 'chingar', 'eatan', 'jinetear', 'lana', 'poblar', 'parir', 'finar', 'corportivos', 'hdsptmdr']",0.868729829788208,1.0,2020-03-17 04:24:44,Positive
957,"['cuajimalpacesac', 'adrianrubalcava', 'alcaldia_dgodu', 'apoyar', 'emcarpetamiento', 'callar', 'cerrar', 'cedro', 'callar', 'gente', 'caido', 'callar', 'levantar']",0.999140739440918,1.0,2020-03-17 04:24:27,Positive
958,['omg'],0.4529048204421997,0.5,2020-03-17 03:54:38,Neutral
959,"['depositarte', 'desconocido', 'internet']",0.9998125433921814,1.0,2020-03-17 03:40:21,Positive
960,"['botepronto', 'puigcarlos', 'entrevistar', 'eduarno', 'osuno', 'director', 'siguelo', 'mileniotv']",0.4529048204421997,0.5,2020-03-17 03:34:44,Neutral
961,"['botepronto', 'puigcarlos', 'entrevistar', 'eduarno', 'osuno', 'director', 'siguelo', 'mileniotv']",0.4529048204421997,0.5,2020-03-17 03:34:40,Neutral
962,"['melissaayala', 'marisconsin', 'mireeen', 'opcion', 'banorte']",0.4529048204421997,0.5,2020-03-17 03:03:04,Neutral
963,"['salvador', 'masha', 'vivir', 'bbuba']",0.9996618032455444,1.0,2020-03-17 02:54:15,Positive
964,['bbva_mex'],0.4529048204421997,0.5,2020-03-17 02:31:21,Neutral
965,"['felicidad', 'aisteguieta', 'equipar', 'monarca', 'morelia', 'ganar', 'futbol', 'local', 'gol', 'cero', 'gol', 'equipar', 'queretaro', 'ligar', 'futbol', 'clausurar']",0.715444803237915,0.5,2020-03-17 02:01:06,Neutral
966,"['finanzas', 'banco', 'informar', 'tratar', 'casar', 'importar', 'colaborador', 'madrid', 'cursar', 'volver', 'diagnosticar', 'sandrasol', 'irenemedrano', 'ligabbvamx', 'coronavirus', 'personal', 'cuarentena', 'enfermedad', 'mexico']",0.01939188688993454,0.0,2020-03-17 02:00:00,Negative
968,"['tiste', 'comprar', 'tarjeta', 'credito', 'basura', 'encimar', 'cobrar', 'doblar', 'producto', 'pedi', 'mercar', 'librar']",0.2846245765686035,0.0,2020-03-17 01:55:28,Negative
969,"['requisito', 'parir', 'abrir', 'contar', 'ahorro']",0.846255362033844,1.0,2020-03-17 01:33:45,Positive
970,"['totalmente', 'agil', 'parir', 'usuario', 'disculpar', 'parir', 'servicio', 'accesible', 'agil', 'amigable', 'parir', 'usuario', 'cajero', 'banorte', 'quedar']",0.9905557036399841,1.0,2020-03-17 01:27:27,Positive
971,"['pobre', 'cliente', 'venta', 'preocupar', 'perder', 'posponer', 'cuarentena', 'jaja', 'valer', 'madre', 'cobrar', 'tarjeta', 'chida', 'onda', 'quedarse', 'encerrar']",0.4849533140659332,0.5,2020-03-17 01:07:33,Neutral
972,"['finanzas', 'banco', 'informar', 'tratar', 'casar', 'importar', 'colaborador', 'madrid', 'cursar', 'volver', 'diagnosticar', 'marimartoledor', 'jcramirez', 'ligabbvamx', 'coronavirus', 'personal', 'cuarentena', 'prevenir']",0.047982219606637955,0.0,2020-03-17 01:00:00,Negative
973,"['hola', 'jess', 'pagar', 'convenio', '         ', 'banamex', 'hsbc', 'convenio', 'ixe', 'inbursa', 'banca', 'mifel', 'banco', 'santander', 'banorte', 'banco', 'bajio', 'scotiabank', 'sugerir', 'pagar', 'hrs', 'anticipacion', 'fecho', 'limitar']",0.7662315964698792,1.0,2020-03-17 00:32:59,Positive
974,"['parir', 'salir', 'comer', 'perro', 'punto', 'vpn', 'dejar', 'usarla', 'fix', 'your', 'shit', 'pic', 'rbytlfic']",0.007191145326942205,0.0,2020-03-16 23:40:12,Negative
975,"['hola', 'aclaracion', 'unir', 'numerar', 'foliar', 'aclaración', 'fallir', 'molestar', 'fraude', 'mediar', 'app']",0.7240933775901794,0.5,2020-03-16 23:35:33,Neutral
976,"['alguien', 'presentar', 'problema', 'sistema', 'movimiento', 'gracia']",0.003695138031616807,0.0,2020-03-16 23:28:38,Negative
977,"['parir', 'gustar', 'apoyarme', 'estare', 'cdmx', 'gracia', 'pic', 'sgyzi']",0.9244482517242432,1.0,2020-03-16 23:08:10,Positive
978,"['dudar', 'deshara', 'colaborador', 'pleno', 'alertar', 'mundial']",0.23371008038520813,0.0,2020-03-16 23:07:04,Negative
979,"['gracia', 'colega', 'dejar', 'postal', 'bello', 'edificio', 'ricardogoem', 'makowwwpic', 'ohd']",0.562588632106781,0.5,2020-03-16 22:48:08,Neutral
980,"['oír', 'aplicacion', 'fallar']",0.9146583676338196,1.0,2020-03-16 22:31:37,Positive
981,['comer'],0.018254943192005157,0.0,2020-03-16 22:29:28,Negative
982,"['mañana', 'abrir', 'bbva_mex', 'subir', 'colega', 'parir', 'corroborar', 'info']",0.03039621375501156,0.0,2020-03-16 22:02:29,Negative
983,"['soynaucalpan', 'cuidar', 'papar', 'cajero', 'santo', 'bartolo', 'naucalpan', 'mexico', 'sacar', 'dinero', 'llegar', 'asu', 'casar', 'tenia', 'dinero']",0.8939134478569031,1.0,2020-03-16 21:30:42,Positive
984,"['mañana', 'abrir']",0.0030639644246548414,0.0,2020-03-16 21:18:29,Negative
985,"['decidir', 'vida', 'saludable', 'restar', 'marzo', 'aprovechar', 'mesar', 'interesar', 'hospedaje', 'tarjeta', 'credito', 'traves', 'terapia', 'naturista', 'notar', 'cambio', 'organismo', 'sentiras', 'comer', 'empezar', 'adelgazarpic', 'toxqd']",0.5334876775741577,0.5,2020-03-16 21:00:00,Neutral
986,"['seguir', 'constantinopla', 'estambul', 'querer']",0.026813430711627007,0.0,2020-03-16 20:58:42,Negative
987,"['personar', 'ayudar', 'casar', 'contar', 'banco', 'seguir', 'pagar', 'distanciar', 'funcion', 'retirar', 'tarjeta']",0.321868896484375,0.0,2020-03-16 20:57:30,Negative
988,"['servicio', 'comer', 'retirar', 'tarjeta']",0.9510130286216736,1.0,2020-03-16 20:56:47,Positive
990,['gracia'],0.2007518708705902,0.0,2020-03-16 20:29:48,Negative
991,"['acabar', 'mundo', 'seguir', 'llamar', 'parir', 'cobrarme', 'miserable', 'millón', 'peso', 'deber', 'perder', 'vestir', 'importante']",0.02196914330124855,0.0,2020-03-16 20:08:13,Negative
993,[],0.4529048204421997,0.5,2020-03-16 19:52:54,Neutral
994,"['sonar', 'super', 'mel', 'servicio', 'habria', 'banco']",0.9977680444717407,1.0,2020-03-16 19:52:11,Positive
995,"['dejar', 'depositar', 'tipo', 'clavar', 'personar', 'acceder', 'cajero', 'cercano', 'necesidad', 'contar', 'empleador', 'necesitarian']",0.9173576235771179,1.0,2020-03-16 19:48:36,Positive
996,"['bbva_mex', 'oír', 'comer', 'comer', 'cargar', 'mañana', 'jajaja', 'pic', 'prljguzytt']",0.09861283749341965,0.0,2020-03-16 19:47:10,Negative
997,"['funcionar', 'retiro', 'tarjeta', 'banco', 'tipo']",0.02997131645679474,0.0,2020-03-16 19:44:53,Negative
998,"['ingresar', 'app']",0.4529048204421997,0.5,2020-03-16 19:18:42,Neutral
999,"['documentar', 'mencionar', 'despachar', 'walmart', 'numerar', 'contar', 'tratar', 'ubicar', 'via', 'google', 'direccion', 'marcar', 'documentar', 'existir', 'comunicar', 'uds']",0.5742219686508179,0.5,2020-03-16 18:37:22,Neutral
1000,"['parir', 'cdmx', 'seguir', 'nito', 'negrito', 'moreno', 'pri', 'culero', 'six', 'flag', 'reinar', 'aventurar', 'seguira', 'america', 'chingar', 'madre']",0.957017183303833,1.0,2020-03-16 17:56:08,Positive
1001,"['mexico', 'utilidad', 'mundo', 'parir', 'mexicano', 'neoliberal', 'imaginar', 'tenian', 'utilidad', 'comer', 'aplaudir', 'mexico', 'gachupín']",0.5396719574928284,0.5,2020-03-16 17:46:17,Neutral
1002,"['bloquiar', 'contar', 'dato', 'app', 'retirar', 'tarjeta', 'ultra', 'pelar', 'putito', 'pic', 'elkpz']",0.1601969450712204,0.0,2020-03-16 17:43:25,Negative
1003,"['cajero', 'funcionar', 'pagar', 'estacionamiento', 'peso', 'parir', 'entrar', 'sucursal', 'cajero', 'funcionar', 'entrar', 'walmart', 'peso', 'pasar', 'reembolsar', 'peso']",0.9865915179252625,1.0,2020-03-16 17:09:16,Positive
1005,"['nacer', 'crecer', 'trabar', 'app', 'enojar', 'trabar', 'app', 'volver', 'enojar', 'parecer', 'funcionar', 'app', 'resultar', 'volver', 'enojar', 'pegar', 'lazucar', 'morir']",0.10630518943071365,0.0,2020-03-16 16:49:43,Negative
1006,"['pinche', 'peso', 'tarjeta']",0.288241982460022,0.0,2020-03-16 16:38:53,Negative
1007,"['llamar', 'parir', 'registrar', 'linear', 'certificacion', 'planeacion', 'cetogenica', 'asegurar', 'conexion', 'horario', 'metro', 'página', 'metro', 'domingo', 'abril', 'speaker', 'alex', 'ahumar', 'costo', '                             ', 'taforma', 'skype', 'pic', 'soljbcomdc']",0.3769003748893738,0.0,2020-03-16 15:18:37,Negative
1008,"['metro', 'sucursal', 'obrero', 'queretaro', 'queretaro', 'null', 'pic', 'ybgiwyna']",0.9991267323493958,1.0,2020-03-16 14:13:46,Positive
1009,"['especialmente', 'negrito']",0.4529048204421997,0.5,2020-03-16 14:12:25,Neutral
1010,"['compañero', 'clavar', 'estatal', 'pagar', 'pagar', 'nominar', 'banorte', 'comer']",0.9992570281028748,1.0,2020-03-16 13:53:25,Positive
1011,"['parir', 'cdmx', 'seguir', 'nito', 'negrito', 'moreno', 'pri', 'culero', 'six', 'flag', 'reinar', 'aventurar', 'seguira', 'america', 'chingar', 'madre']",0.723292887210846,0.5,2020-03-16 13:10:24,Neutral
1012,"['parir', 'tonto', 'estudiar', 'torrar', 'costo', 'mil', 'millón', 'peso', 'echale', 'ganar', 'zoquete', 'pic', 'udkxakc', 'mililitro']",0.9448385238647461,1.0,2020-03-16 08:48:03,Positive
1013,"['miedo', 'abrir', 'app', 'contar']",0.6858732104301453,0.5,2020-03-16 06:57:33,Neutral
1014,"['basicamente', 'comentar', 'decímetro', 'llamar', 'telefono', 'parir', 'sistema', 'financiero', 'convenientemente', 'cargar', 'formar', 'misterioso', 'imaginar', 'sistema', 'comentario']",0.9322066903114319,1.0,2020-03-16 05:55:46,Positive
1015,"['transferencia', 'rechazar', 'mañana', 'hare', 'oxxo']",0.7998776435852051,1.0,2020-03-16 05:39:46,Positive
1016,"['bbvare_mx', 'bbva_mex', 'profeco', 'aver', 'comer', 'haz', 'cargar', 'contar', 'comision', 'fecho', 'marzo']",0.11595972627401352,0.0,2020-03-16 04:57:35,Negative
1018,"['edificio', 'alto', 'mexico', 'torrar', 'koi', 'torrar', 'reformar', 'torrar', 'torrar', 'hotel', 'riu', 'guadalajara', 'pic', 'qfxziodtd']",0.025288674980401993,0.0,2020-03-16 04:15:35,Negative
1019,"['neto', 'cabrón']",0.9996883869171143,1.0,2020-03-16 03:56:27,Positive
1020,"['noche', 'querido', 'paty', 'sabras', 'fecho', 'banco', 'podre', 'cambiar', 'divisar', 'monedar', 'ahorita', 'manejar', 'banamex', 'iglesia', 'tomar', 'misa', 'gracia', 'descansar']",0.03874174505472183,0.0,2020-03-16 03:39:49,Negative
1021,['aaa'],0.4529048204421997,0.5,2020-03-16 03:29:08,Neutral
1022,[],0.4529048204421997,0.5,2020-03-16 03:17:34,Neutral
1023,"['jajajaja', 'depositame', 'personar', 'depositar']",0.0014443423133343458,0.0,2020-03-16 02:56:22,Negative
1025,"['pinchar', 'poblar', 'culero', 'dinero', 'ningun', 'cajero']",0.2438146024942398,0.0,2020-03-16 02:24:01,Negative
1026,"['creer', 'sarcasmo', 'existir']",0.9999978542327881,1.0,2020-03-16 02:20:06,Positive
1027,"['creer', 'volvere', 'caer', 'creditos', 'personal']",0.06429017335176468,0.0,2020-03-16 02:15:31,Negative
1028,"['alguien', 'mañana', 'abrir']",0.9971964359283447,1.0,2020-03-16 02:04:14,Positive
1030,"['fallo', 'porqueria', 'parecer', 'quincena', 'aproposito']",0.9995357990264893,1.0,2020-03-16 00:58:21,Positive
1031,[],0.4529048204421997,0.5,2020-03-16 00:57:41,Neutral
1032,"['jaja', 'pinchar', 'valer', 'berga', 'telefono', 'rooteado']",0.08544351160526276,0.0,2020-03-16 00:23:55,Negative
1033,"['saludo', 'estimar', 'mirar', 'amigar', 'don', 'miguel', 'comer', 'recordar', 'unir', 'trasladar', 'rio', 'ometepec', 'torrecillas', 'preparatorio', 'udeg', 'vario', 'año', 'llegar', 'aforar', 'banco', 'tlaquepaque']",0.8283801078796387,1.0,2020-03-16 00:07:22,Positive
1034,"['contar', 'corazon', '                     ']",0.5812979936599731,0.5,2020-03-15 23:44:55,Neutral
1036,"['gracia', 'informacion', 'tio']",0.0018811256159096956,0.0,2020-03-15 23:21:21,Negative
1038,[],0.4529048204421997,0.5,2020-03-15 22:30:18,Neutral
1039,['shit'],0.00015789510507602245,0.0,2020-03-15 22:25:22,Negative
1040,"['ooooootra', 'sistema', 'app', 'quincena', 'puente', 'paranoia', 'uve']",0.003972298000007868,0.0,2020-03-15 21:47:31,Negative
1041,"['rien', 'publicidad', 'bbvachallenge', 'escuchar', 'papar', 'ahorita', 'volver', 'banco', 'comerciar', 'changemymind', 'bancomerdatecuenta']",0.1520606279373169,0.0,2020-03-15 21:41:24,Negative
1042,"['pepemaciel', 'ligabbvamx', 'suspension', 'ligar', 'contingencia', 'brotar', 'coronavirus', 'mundo', 'brotar', 'mundial', 'coronavirus', 'afecto', 'ligar', 'ligar', 'suspender', 'coronavirus']",0.06490618735551834,0.0,2020-03-15 20:53:17,Negative
1043,"['ahh', 'mirar', 'coser', 'sep', 'outsourcing', 'morir', 'softtek', 'dudar', 'gato', 'comer', 'cambiar', 'esquema', 'contratacion', 'agentia', 'leading', 'experto', 'outsourcing', 'legitimar', 'parir', 'contratar', 'comer', 'deber', 'amlo']",0.15417124330997467,0.0,2020-03-15 20:44:37,Negative
1044,['cabron'],0.0002122124715242535,0.0,2020-03-15 19:54:44,Negative
1046,"['chingar', 'madre']",0.9979071617126465,1.0,2020-03-15 19:30:35,Positive
1047,"['coronavirus', 'llamar', 'covid', 'llamar']",0.7939598560333252,1.0,2020-03-15 19:13:12,Positive
1048,"['panchdominguez', 'sedesoqueretaro', 'seguir', 'nip', 'parir', 'cobrar', 'apoyar', 'qrobus', 'paso', 'telefonos', 'mentira', 'responder', 'numerar', 'existir', 'tratar', 'literalmente', 'bajarlo', 'mañana', 'tardar', 'madrugar', 'nadaaaaa']",0.786140501499176,1.0,2020-03-15 18:33:27,Positive
1049,"['hola', 'bbvare_mx', 'abrir', 'app', 'movil', 'clavar', 'entrar', 'informacion', 'pasar', 'misterio', 'habra']",0.9769968390464783,1.0,2020-03-15 17:50:42,Positive
1050,"['circo', 'comprar', 'barbacoa', 'volver']",0.027061864733695984,0.0,2020-03-15 17:43:17,Negative
1051,"['man', 'frente', 'jfbdkdkskks', 'dios', 'alguien', 'acompañeme', 'pasar', 'comprar', 'churro', 'pic', 'mqfocwf']",0.9984816908836365,1.0,2020-03-15 17:36:35,Positive
1052,"['pasear', 'reformar', 'col', 'juarez', 'deleg', 'cuauhtemoc', '        ', 'recabar', 'dato', 'parir', 'verificar', 'identidad']",0.5466674566268921,0.5,2020-03-15 17:31:45,Neutral
1053,"['hola', 'semana', 'recibir', 'error', 'hora', 'razon', 'curiosamente', 'suceder', 'depositos', 'tarjeta']",0.03965873643755913,0.0,2020-03-15 17:23:27,Negative
1054,[],0.4529048204421997,0.5,2020-03-15 16:41:44,Neutral
1055,"['suramerica', 'libertador', 'bombonera', 'unico', 'dlp', 'gcapwell', 'maracana', 'allianz', 'park', 'mexico', 'nemesio', 'diez', 'azteca', 'eeuu', 'hard', 'rock', 'mbenz', 'red', 'bull', 'europa', 'signal', 'iduna', 'park', 'camp', 'nou', 'bernabeu', 'ametropolitano', 'rspizjuàn', 'bvillamarin', 'mestalla', 'cont']",0.003225233405828476,0.0,2020-03-15 15:51:19,Negative
1056,"['send', 'taquitos']",0.14684633910655975,0.0,2020-03-15 15:38:49,Negative
1057,"['seguir', 'juan', 'credito', 'acabar', 'campeonato', 'ahorita', 'lana', 'chivo']",0.10853534191846848,0.0,2020-03-15 15:30:22,Negative
